gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Female,0,0,No,Bank transfer (automatic),Yes,52.55,No
Male,0,1,Yes,Electronic check,No,74.35,Yes
Male,0,63,Yes,Bank transfer (automatic),Yes,104.8,No
Female,0,2,Yes,Electronic check,Yes,59.0,No
Female,0,2,Yes,Electronic check,No,74.4,Yes
Male,1,61,Yes,Bank transfer (automatic),No,64.05,No
Male,0,1,Yes,Mailed check,No internet service,20.4,No
Male,0,22,No,Bank transfer (automatic),No,43.75,Yes
Male,0,28,Yes,Mailed check,No,60.9,No
Female,0,70,Yes,Bank transfer (automatic),No internet service,19.8,No
Female,1,5,No,Electronic check,No,28.45,Yes
Female,0,12,Yes,Bank transfer (automatic),No,99.7,Yes
Male,0,34,Yes,Credit card (automatic),Yes,116.25,No
Female,1,71,Yes,Credit card (automatic),No,80.7,No
Female,0,70,Yes,Bank transfer (automatic),No,65.2,No
Female,0,52,Yes,Bank transfer (automatic),No,84.05,No
Male,0,69,Yes,Credit card (automatic),Yes,79.45,No
Female,1,20,Yes,Electronic check,No,94.1,Yes
Male,0,11,Yes,Mailed check,No,78.0,No
Male,0,2,Yes,Electronic check,Yes,94.2,Yes
Female,0,6,Yes,Electronic check,No,80.5,Yes
Female,0,1,Yes,Mailed check,No internet service,19.85,No
Male,1,20,Yes,Credit card (automatic),No,94.3,No
Male,0,61,Yes,Electronic check,Yes,106.45,No
Female,1,5,Yes,Electronic check,No,74.35,Yes
Female,0,56,Yes,Bank transfer (automatic),Yes,105.45,No
Male,0,30,Yes,Credit card (automatic),No,95.0,No
Male,0,40,Yes,Bank transfer (automatic),Yes,104.8,Yes
Female,0,28,Yes,Mailed check,No,54.3,No
Female,1,5,Yes,Electronic check,No,70.05,No
Female,1,27,Yes,Bank transfer (automatic),No,75.2,Yes
Male,0,12,Yes,Credit card (automatic),No internet service,20.05,No
Male,0,67,Yes,Electronic check,Yes,105.4,No
Male,1,29,Yes,Electronic check,No,51.6,No
Male,0,55,Yes,Bank transfer (automatic),No,85.5,No
Female,0,23,Yes,Bank transfer (automatic),No,75.6,Yes
Male,0,34,Yes,Electronic check,Yes,100.05,Yes
Male,0,52,Yes,Electronic check,Yes,91.25,No
Male,1,72,Yes,Credit card (automatic),Yes,115.75,No
Male,0,58,Yes,Credit card (automatic),Yes,94.7,No
Male,0,35,Yes,Mailed check,No internet service,19.6,No
Female,1,56,Yes,Bank transfer (automatic),Yes,99.9,No
Female,0,24,Yes,Credit card (automatic),No internet service,21.1,No
Male,0,70,Yes,Credit card (automatic),No internet service,20.05,No
Male,0,2,Yes,Electronic check,Yes,79.95,No
Male,1,68,Yes,Credit card (automatic),Yes,107.15,No
Female,0,1,Yes,Electronic check,No,85.0,Yes
Male,0,12,Yes,Electronic check,Yes,89.55,No
Female,0,63,Yes,Bank transfer (automatic),No,81.55,No
Female,0,33,Yes,Mailed check,No,58.45,No
Female,0,69,Yes,Credit card (automatic),Yes,95.65,No
Female,0,60,Yes,Bank transfer (automatic),Yes,80.6,No
Female,0,72,Yes,Bank transfer (automatic),Yes,113.1,No
Female,0,11,Yes,Mailed check,No,58.95,No
Female,0,1,Yes,Mailed check,No internet service,19.55,No
Male,0,10,Yes,Bank transfer (automatic),Yes,86.05,Yes
Male,0,13,No,Credit card (automatic),Yes,45.55,Yes
Male,0,34,Yes,Bank transfer (automatic),No,78.95,No
Male,0,39,Yes,Mailed check,Yes,86.3,Yes
Female,0,65,Yes,Bank transfer (automatic),Yes,105.05,No
Male,1,50,Yes,Bank transfer (automatic),Yes,101.9,No
Male,0,15,Yes,Mailed check,No internet service,19.75,No
Male,0,72,Yes,Bank transfer (automatic),Yes,110.3,No
Female,0,72,Yes,Bank transfer (automatic),Yes,115.6,No
Male,0,55,Yes,Bank transfer (automatic),No internet service,19.35,No
Female,0,23,Yes,Credit card (automatic),No internet service,25.6,No
Male,0,32,Yes,Bank transfer (automatic),No,80.35,Yes
Female,0,56,Yes,Bank transfer (automatic),No,68.75,No
Female,0,1,Yes,Bank transfer (automatic),No internet service,19.9,No
Male,0,38,Yes,Mailed check,Yes,70.6,No
Male,0,11,Yes,Electronic check,No,70.2,No
Male,0,1,Yes,Electronic check,No,49.3,No
Male,0,56,Yes,Electronic check,Yes,107.25,No
Male,0,3,Yes,Mailed check,No internet service,23.6,No
Male,0,7,Yes,Credit card (automatic),Yes,69.7,No
Male,0,59,Yes,Credit card (automatic),Yes,99.5,No
Male,0,7,Yes,Bank transfer (automatic),Yes,64.3,No
Male,0,71,Yes,Credit card (automatic),No,70.85,No
Male,0,15,Yes,Electronic check,Yes,101.9,No
Male,0,71,Yes,Credit card (automatic),Yes,73.5,No
Female,0,35,Yes,Electronic check,Yes,100.25,Yes
Female,0,11,No,Credit card (automatic),No,40.4,No
Female,0,60,Yes,Credit card (automatic),No internet service,19.25,No
Male,1,47,Yes,Bank transfer (automatic),No,59.6,No
Female,0,11,Yes,Credit card (automatic),No,64.9,No
Male,0,56,Yes,Credit card (automatic),Yes,100.3,Yes
Female,1,28,Yes,Electronic check,Yes,110.85,No
Male,0,61,Yes,Mailed check,Yes,81.05,No
Male,0,31,Yes,Bank transfer (automatic),Yes,98.05,No
Male,0,9,Yes,Electronic check,No,70.5,No
Male,1,35,Yes,Electronic check,No,94.55,No
Male,0,2,Yes,Mailed check,No internet service,19.65,No
Female,0,12,Yes,Mailed check,No internet service,19.0,Yes
Female,0,1,Yes,Mailed check,No,75.3,Yes
Female,1,4,Yes,Electronic check,Yes,89.2,Yes
Female,0,1,Yes,Mailed check,No internet service,19.0,No
Female,0,3,Yes,Mailed check,No internet service,20.0,No
Female,1,1,Yes,Electronic check,Yes,85.7,Yes
Male,0,52,Yes,Credit card (automatic),Yes,63.25,No
Male,0,5,Yes,Mailed check,No internet service,20.1,No
Male,0,72,Yes,Electronic check,No,99.15,No
Male,0,71,Yes,Electronic check,Yes,90.4,No
Male,0,72,Yes,Credit card (automatic),Yes,111.9,No
Male,0,46,Yes,Electronic check,No internet service,24.9,No
Male,0,63,Yes,Credit card (automatic),Yes,83.5,No
Male,0,30,Yes,Credit card (automatic),No,84.3,No
Male,0,1,Yes,Mailed check,No,45.6,No
Female,0,12,Yes,Mailed check,No,61.65,Yes
Male,0,16,No,Mailed check,Yes,54.85,No
Male,0,4,Yes,Mailed check,No,65.55,No
Male,0,51,Yes,Credit card (automatic),No,90.35,No
Male,0,65,Yes,Credit card (automatic),No internet service,20.4,No
Male,0,16,Yes,Credit card (automatic),No,74.55,No
Male,0,2,Yes,Mailed check,No internet service,19.95,No
Female,0,66,Yes,Bank transfer (automatic),No,74.25,No
Male,0,46,Yes,Electronic check,Yes,108.65,No
Female,0,32,Yes,Bank transfer (automatic),Yes,109.55,No
Male,0,72,Yes,Credit card (automatic),Yes,86.65,No
Male,0,38,Yes,Credit card (automatic),Yes,81.0,No
Male,0,51,Yes,Credit card (automatic),No,47.85,No
Male,0,72,Yes,Bank transfer (automatic),Yes,114.55,No
Female,1,65,Yes,Bank transfer (automatic),Yes,105.25,Yes
Male,0,9,No,Electronic check,No,29.95,Yes
Female,0,9,Yes,Mailed check,No,65.0,Yes
Male,0,66,Yes,Mailed check,No internet service,20.55,No
Female,1,44,Yes,Credit card (automatic),Yes,109.8,No
Male,0,50,Yes,Bank transfer (automatic),No,69.5,No
Female,0,15,Yes,Mailed check,No,48.85,No
Male,0,8,No,Credit card (automatic),No,25.25,No
Female,1,66,Yes,Credit card (automatic),Yes,102.85,No
Female,0,57,Yes,Bank transfer (automatic),No,87.55,No
Female,0,7,Yes,Bank transfer (automatic),No,78.55,No
Male,1,10,No,Bank transfer (automatic),No,34.55,No
Female,0,62,Yes,Electronic check,No,92.05,No
Male,0,40,Yes,Electronic check,Yes,85.05,No
Female,0,20,Yes,Mailed check,No internet service,19.7,No
Female,0,7,Yes,Bank transfer (automatic),No internet service,20.0,Yes
Female,0,25,Yes,Electronic check,Yes,95.15,No
Male,0,23,Yes,Electronic check,No,84.25,No
Female,1,66,Yes,Credit card (automatic),Yes,104.6,No
Female,1,72,Yes,Electronic check,Yes,111.65,No
Male,1,49,Yes,Credit card (automatic),No,90.05,Yes
Male,1,43,Yes,Bank transfer (automatic),Yes,110.75,Yes
Female,0,46,Yes,Bank transfer (automatic),No,55.0,No
Male,0,72,Yes,Credit card (automatic),Yes,89.85,No
Male,0,10,Yes,Mailed check,No internet service,20.35,No
Female,0,40,No,Bank transfer (automatic),Yes,54.55,No
Female,0,65,Yes,Electronic check,Yes,105.5,Yes
Male,0,31,Yes,Bank transfer (automatic),Yes,99.45,No
Female,0,68,Yes,Credit card (automatic),No,70.9,No
Male,1,56,Yes,Bank transfer (automatic),Yes,104.55,Yes
Male,0,10,Yes,Electronic check,No,85.25,Yes
Male,0,68,Yes,Bank transfer (automatic),No internet service,25.4,No
Female,0,43,Yes,Electronic check,Yes,56.15,Yes
Male,0,1,Yes,Electronic check,Yes,89.55,Yes
Female,1,49,Yes,Bank transfer (automatic),No,89.85,No
Female,0,15,Yes,Electronic check,No internet service,25.25,No
Male,1,20,Yes,Electronic check,Yes,94.55,Yes
Male,0,1,Yes,Mailed check,No,45.7,Yes
Male,0,50,Yes,Electronic check,Yes,69.65,No
Female,1,2,Yes,Electronic check,No,89.5,Yes
Male,1,24,Yes,Credit card (automatic),No,70.0,No
Female,0,3,Yes,Bank transfer (automatic),No,69.55,Yes
Female,0,1,Yes,Mailed check,No,74.6,Yes
Male,0,35,Yes,Mailed check,No internet service,20.1,No
Female,0,17,Yes,Mailed check,No internet service,24.8,No
Female,1,8,Yes,Electronic check,No internet service,19.65,Yes
Male,0,10,Yes,Credit card (automatic),Yes,95.1,No
Male,0,68,Yes,Credit card (automatic),Yes,88.85,No
Male,0,45,Yes,Bank transfer (automatic),Yes,78.8,No
Male,0,2,Yes,Mailed check,No internet service,19.85,Yes
Male,0,37,Yes,Bank transfer (automatic),No internet service,20.35,No
Female,0,4,No,Mailed check,No,24.25,Yes
Female,0,10,Yes,Mailed check,No,45.25,No
Male,0,1,Yes,Mailed check,No internet service,20.05,No
Male,0,65,Yes,Mailed check,No,69.55,No
Female,0,57,Yes,Bank transfer (automatic),No internet service,19.5,No
Female,0,3,Yes,Mailed check,No,74.75,No
Female,0,2,Yes,Electronic check,No,69.65,Yes
Male,0,49,No,Bank transfer (automatic),No,30.2,No
Female,0,4,Yes,Mailed check,No,45.65,Yes
Female,0,70,No,Bank transfer (automatic),Yes,57.8,No
Female,0,53,Yes,Bank transfer (automatic),No internet service,19.85,No
Male,0,53,Yes,Credit card (automatic),No internet service,25.55,No
Female,0,1,Yes,Mailed check,No,75.05,Yes
Male,0,22,Yes,Credit card (automatic),No internet service,24.85,No
Male,1,52,No,Electronic check,Yes,49.15,Yes
Male,1,65,Yes,Electronic check,Yes,110.35,No
Female,0,48,Yes,Bank transfer (automatic),No internet service,24.55,No
Female,0,2,No,Electronic check,No,34.7,Yes
Male,0,3,Yes,Mailed check,Yes,107.95,No
Male,0,45,Yes,Bank transfer (automatic),No,81.4,No
Male,0,1,Yes,Electronic check,No,80.0,Yes
Female,0,61,Yes,Bank transfer (automatic),Yes,73.8,No
Male,0,3,Yes,Credit card (automatic),Yes,64.4,No
Female,1,40,Yes,Credit card (automatic),Yes,103.75,No
Female,0,1,Yes,Mailed check,No,71.1,No
Female,0,1,Yes,Electronic check,No,49.9,No
Male,0,51,Yes,Bank transfer (automatic),No internet service,24.6,No
Male,1,2,Yes,Electronic check,No,49.25,Yes
Male,0,52,No,Mailed check,No,30.1,No
Male,0,51,Yes,Bank transfer (automatic),No,83.4,No
Male,0,1,Yes,Mailed check,No internet service,20.45,No
Male,0,31,Yes,Bank transfer (automatic),No,75.25,No
Male,0,47,Yes,Credit card (automatic),No internet service,20.55,No
Female,0,3,Yes,Credit card (automatic),No,75.1,Yes
Female,1,22,Yes,Mailed check,No internet service,20.05,No
Female,0,1,Yes,Mailed check,No internet service,20.65,No
Male,0,72,Yes,Bank transfer (automatic),Yes,85.15,No
Male,0,3,Yes,Electronic check,No,50.15,Yes
Male,1,47,Yes,Bank transfer (automatic),Yes,84.95,No
Male,0,72,Yes,Credit card (automatic),No,66.5,No
Male,0,66,Yes,Bank transfer (automatic),Yes,63.3,No
Male,0,35,Yes,Electronic check,Yes,83.15,No
Male,0,29,Yes,Electronic check,No,84.9,No
Female,0,2,Yes,Mailed check,No internet service,20.55,No
Male,0,4,Yes,Mailed check,No,49.25,No
Female,0,25,Yes,Bank transfer (automatic),No,79.85,Yes
Female,0,65,Yes,Mailed check,No,59.6,No
Male,1,27,Yes,Bank transfer (automatic),Yes,104.65,No
Male,0,29,Yes,Credit card (automatic),No,75.3,No
Male,0,29,Yes,Credit card (automatic),Yes,80.1,No
Male,0,1,Yes,Mailed check,No internet service,19.55,Yes
Female,0,20,Yes,Mailed check,No,81.0,No
Female,0,58,Yes,Credit card (automatic),No internet service,24.7,No
Female,0,14,Yes,Mailed check,No,86.0,No
Male,0,72,Yes,Mailed check,No internet service,25.4,No
Male,0,46,Yes,Credit card (automatic),Yes,89.15,No
Female,0,71,No,Bank transfer (automatic),Yes,58.25,No
Male,0,32,Yes,Bank transfer (automatic),No,85.65,No
Female,0,26,No,Credit card (automatic),Yes,50.35,No
Male,1,68,Yes,Credit card (automatic),No,80.35,No
Male,0,2,Yes,Mailed check,No internet service,20.2,No
Male,0,61,Yes,Credit card (automatic),No internet service,20.55,No
Female,0,4,Yes,Electronic check,No,85.95,Yes
Male,0,3,Yes,Electronic check,No,45.35,Yes
Male,1,33,Yes,Electronic check,Yes,94.5,Yes
Male,1,9,Yes,Mailed check,No internet service,21.25,No
Female,0,22,Yes,Mailed check,No internet service,26.25,No
Female,0,5,Yes,Electronic check,Yes,80.85,No
Female,1,30,Yes,Credit card (automatic),No,91.7,Yes
Male,0,65,Yes,Credit card (automatic),No,74.2,No
Female,0,45,Yes,Electronic check,No,87.25,Yes
Male,0,5,Yes,Mailed check,No internet service,20.35,No
Male,0,25,Yes,Electronic check,No,75.5,No
Female,0,72,Yes,Bank transfer (automatic),No,79.05,No
Female,0,27,Yes,Bank transfer (automatic),No,90.15,No
Male,0,32,No,Credit card (automatic),Yes,50.6,No
Female,0,30,Yes,Credit card (automatic),Yes,110.45,No
Male,0,70,Yes,Credit card (automatic),No,101.0,No
Male,1,42,Yes,Bank transfer (automatic),No,79.35,No
Female,1,72,Yes,Bank transfer (automatic),Yes,89.85,No
Female,0,47,Yes,Mailed check,No,65.0,No
Female,0,2,Yes,Electronic check,No,80.45,No
Male,0,10,Yes,Electronic check,Yes,98.55,Yes
Female,0,61,Yes,Mailed check,No internet service,24.1,No
Female,0,5,Yes,Credit card (automatic),No,44.05,No
Female,1,72,Yes,Credit card (automatic),Yes,110.8,No
Male,1,72,Yes,Bank transfer (automatic),Yes,114.95,No
Female,1,3,Yes,Mailed check,No,75.05,No
Male,0,48,Yes,Mailed check,No internet service,19.25,No
Female,0,63,Yes,Credit card (automatic),Yes,90.05,No
Female,0,27,Yes,Mailed check,No,56.7,No
Male,0,70,Yes,Credit card (automatic),Yes,80.15,No
Male,0,7,Yes,Credit card (automatic),No,71.35,No
Male,0,0,Yes,Mailed check,No internet service,20.25,No
Female,0,2,Yes,Electronic check,Yes,90.35,No
Male,1,20,Yes,Electronic check,Yes,98.55,Yes
Male,0,66,Yes,Bank transfer (automatic),No internet service,19.7,No
Female,0,3,Yes,Mailed check,No internet service,19.85,No
Female,0,15,Yes,Bank transfer (automatic),No,85.9,Yes
Female,0,72,Yes,Bank transfer (automatic),No,90.35,No
Male,0,1,Yes,Mailed check,No internet service,20.8,No
Female,0,22,Yes,Electronic check,Yes,89.25,Yes
Male,0,3,Yes,Electronic check,No,70.3,Yes
Female,0,72,Yes,Bank transfer (automatic),No,66.85,No
Male,0,65,Yes,Mailed check,No internet service,19.9,No
Female,0,11,No,Mailed check,Yes,35.8,No
Male,0,22,Yes,Mailed check,No,78.85,No
Male,0,14,Yes,Bank transfer (automatic),No internet service,20.4,No
Male,0,41,Yes,Electronic check,No,74.25,No
Male,0,17,Yes,Mailed check,No,64.8,No
Male,0,11,Yes,Credit card (automatic),No internet service,20.45,No
Male,0,15,Yes,Electronic check,Yes,93.35,Yes
Female,0,1,Yes,Mailed check,No internet service,19.9,Yes
Female,0,5,Yes,Mailed check,No,88.9,Yes
Male,0,33,Yes,Electronic check,Yes,95.8,Yes
Female,0,72,Yes,Credit card (automatic),Yes,110.65,No
Female,0,3,No,Mailed check,No,40.3,No
Male,0,2,Yes,Electronic check,No,82.0,Yes
Female,0,59,Yes,Credit card (automatic),No,107.0,No
Male,0,2,Yes,Electronic check,No,45.35,Yes
Male,0,71,Yes,Credit card (automatic),Yes,73.35,No
Female,0,5,Yes,Mailed check,No,44.8,No
Male,0,27,Yes,Credit card (automatic),No,54.75,No
Female,0,1,Yes,Electronic check,No,52.2,Yes
Male,0,63,No,Bank transfer (automatic),No,40.6,No
Female,1,46,Yes,Electronic check,Yes,110.0,Yes
Male,0,72,Yes,Bank transfer (automatic),No,55.3,No
Female,0,34,Yes,Bank transfer (automatic),No,60.85,No
Female,0,24,Yes,Electronic check,Yes,78.4,No
Male,0,72,Yes,Bank transfer (automatic),No,69.65,No
Female,0,60,No,Credit card (automatic),Yes,59.85,No
Male,0,68,Yes,Credit card (automatic),No,76.9,No
Female,0,8,Yes,Mailed check,No internet service,19.85,No
Female,0,34,Yes,Credit card (automatic),Yes,67.65,No
Female,0,6,No,Credit card (automatic),Yes,45.0,No
Male,0,2,Yes,Mailed check,No,64.2,No
Male,0,31,Yes,Credit card (automatic),No,81.7,No
Female,0,20,Yes,Bank transfer (automatic),No internet service,25.55,No
Female,0,1,Yes,Electronic check,No internet service,20.0,No
Male,0,62,Yes,Electronic check,Yes,96.75,Yes
Female,1,70,Yes,Credit card (automatic),No,75.65,No
Female,0,10,Yes,Electronic check,Yes,98.5,Yes
Male,0,39,Yes,Mailed check,No internet service,23.8,No
Female,0,46,Yes,Credit card (automatic),Yes,64.2,No
Male,0,6,Yes,Electronic check,Yes,85.35,Yes
Female,0,72,Yes,Bank transfer (automatic),Yes,76.8,No
Male,0,18,Yes,Credit card (automatic),No,55.2,No
Male,0,71,Yes,Credit card (automatic),Yes,108.55,No
Male,0,40,Yes,Electronic check,Yes,101.3,Yes
Male,0,1,Yes,Electronic check,No,69.55,Yes
Male,0,58,Yes,Bank transfer (automatic),Yes,103.25,Yes
Male,0,70,Yes,Credit card (automatic),Yes,104.0,Yes
Female,0,42,Yes,Electronic check,No internet service,25.25,No
Male,0,34,No,Bank transfer (automatic),No,30.4,No
Male,1,5,Yes,Bank transfer (automatic),No internet service,20.05,No
Female,0,25,Yes,Mailed check,Yes,84.6,No
Female,0,2,Yes,Mailed check,No,86.2,Yes
Female,0,55,Yes,Bank transfer (automatic),Yes,103.7,No
Male,0,21,Yes,Electronic check,Yes,111.2,Yes
Male,0,70,Yes,Credit card (automatic),No,88.0,No
Female,0,61,Yes,Electronic check,Yes,106.35,No
Male,0,43,Yes,Credit card (automatic),Yes,79.15,No
Male,0,47,Yes,Electronic check,Yes,103.1,No
Male,0,5,Yes,Credit card (automatic),Yes,63.95,No
Female,0,62,Yes,Credit card (automatic),No internet service,25.8,No
Female,0,16,Yes,Credit card (automatic),Yes,89.45,Yes
Male,1,7,Yes,Bank transfer (automatic),Yes,95.6,Yes
Female,0,14,Yes,Mailed check,No internet service,25.55,No
Male,0,60,Yes,Electronic check,Yes,90.95,Yes
Male,0,34,No,Electronic check,Yes,44.85,No
Female,0,50,Yes,Electronic check,Yes,108.55,Yes
Male,0,38,Yes,Credit card (automatic),No internet service,25.05,No
Female,0,70,Yes,Credit card (automatic),No,74.1,No
Female,0,37,Yes,Electronic check,Yes,88.8,No
Female,1,4,Yes,Electronic check,Yes,78.85,Yes
Male,1,60,Yes,Electronic check,No,93.25,No
Male,0,62,Yes,Credit card (automatic),No,71.4,No
Male,0,1,Yes,Mailed check,No,44.4,Yes
Male,0,36,Yes,Credit card (automatic),Yes,79.2,No
Male,0,44,Yes,Credit card (automatic),No internet service,20.4,No
Female,1,55,Yes,Electronic check,Yes,100.0,Yes
Female,0,72,Yes,Credit card (automatic),Yes,105.0,No
Female,0,12,Yes,Bank transfer (automatic),No internet service,19.8,Yes
Female,0,13,No,Bank transfer (automatic),No,30.85,No
Male,0,1,Yes,Electronic check,Yes,89.9,Yes
Female,0,15,Yes,Mailed check,No internet service,20.55,No
Female,0,65,Yes,Bank transfer (automatic),Yes,84.85,No
Female,0,12,No,Credit card (automatic),No,33.15,No
Male,0,72,Yes,Credit card (automatic),Yes,92.0,No
Female,0,72,Yes,Credit card (automatic),Yes,89.8,No
Female,0,72,Yes,Bank transfer (automatic),Yes,115.8,No
Male,0,52,Yes,Mailed check,Yes,85.15,No
Male,0,2,Yes,Mailed check,No internet service,24.85,No
Female,0,5,Yes,Electronic check,Yes,64.35,No
Female,0,68,Yes,Credit card (automatic),No internet service,20.5,No
Female,0,62,Yes,Electronic check,Yes,100.15,Yes
Male,0,72,Yes,Credit card (automatic),Yes,86.05,No
Male,0,1,Yes,Electronic check,No,50.8,Yes
Female,0,66,Yes,Electronic check,No,89.0,No
Male,0,72,No,Credit card (automatic),Yes,64.8,No
Male,0,26,Yes,Credit card (automatic),No internet service,19.8,No
Male,0,64,Yes,Bank transfer (automatic),No,93.4,No
Male,1,20,Yes,Electronic check,No,73.65,Yes
Female,0,3,Yes,Electronic check,Yes,95.1,Yes
Male,0,22,Yes,Credit card (automatic),Yes,94.65,Yes
Male,0,4,Yes,Mailed check,No,80.6,Yes
Male,0,62,No,Bank transfer (automatic),Yes,39.0,No
Female,0,5,Yes,Mailed check,No internet service,20.5,No
Male,0,59,Yes,Electronic check,No,85.55,Yes
Male,0,3,Yes,Mailed check,No internet service,26.4,No
Female,0,72,Yes,Bank transfer (automatic),Yes,98.2,No
Male,0,57,Yes,Credit card (automatic),Yes,97.55,No
Male,0,66,Yes,Credit card (automatic),No internet service,19.95,No
Female,0,60,No,Electronic check,Yes,50.8,Yes
Male,0,45,Yes,Bank transfer (automatic),Yes,99.7,No
Female,0,3,No,Credit card (automatic),Yes,34.8,No
Female,0,15,Yes,Electronic check,Yes,105.1,Yes
Female,0,51,No,Bank transfer (automatic),Yes,60.15,No
Female,0,60,Yes,Electronic check,No,64.75,No
Male,0,33,Yes,Bank transfer (automatic),No,54.65,No
Male,0,10,Yes,Electronic check,Yes,110.1,Yes
Male,1,26,Yes,Credit card (automatic),No internet service,19.3,No
Female,0,6,Yes,Electronic check,No,83.9,Yes
Female,0,67,Yes,Electronic check,Yes,111.25,No
Female,0,49,No,Credit card (automatic),No,35.8,No
Male,0,1,Yes,Mailed check,No internet service,20.05,No
Female,1,7,Yes,Electronic check,Yes,84.35,No
Female,1,27,Yes,Bank transfer (automatic),Yes,110.5,No
Male,0,37,Yes,Credit card (automatic),Yes,91.2,No
Female,0,63,Yes,Electronic check,Yes,100.55,Yes
Male,0,31,Yes,Electronic check,No,89.3,No
Male,0,50,Yes,Bank transfer (automatic),Yes,103.85,Yes
Male,1,32,Yes,Credit card (automatic),No,81.1,No
Female,0,1,No,Electronic check,No,24.6,Yes
Female,0,63,Yes,Credit card (automatic),No,81.2,No
Male,0,30,Yes,Credit card (automatic),No,94.3,No
